orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,Product,Sales,CustomerNumber,CustomerName,CustomerCountry,CustomerCity,customer_order_status,cust_fname,cust_lname,cust_state,product_vender,order_date,Revenue
10155,S700_4002,44,70.33,3,American Airlines: MD-11S,"3,094.52",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Second Gear Diecast,6-Oct-03,8094.52
10157,S18_2581,33,69.27,3,P-51-D Mustang,"2,285.91",473,Frau da Collezione,Italy,Milan,Shipped,Franco,Ricotti,NULL,Gearbox Collectibles,9-Oct-03,7285.91
10159,S12_3990,24,67.03,3,1970 Plymouth Hemi Cuda,"1,608.72",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Studio M Art Models,10-Oct-03,6608.72
10160,S24_3856,35,130.6,3,1956 Porsche 356A Coupe,"4,571.00",347,"Men 'R' US Retailers, Ltd.",USA,Los Angeles,Shipped,Brian,Chandler,CA,Classic Metal Creations,11-Oct-03,9571
10161,S24_2766,20,82.69,3,1949 Jaguar XK 120,"1,653.80",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Classic Metal Creations,17-Oct-03,6653.8
10162,S18_2795,48,156.94,3,1928 Mercedes-Benz SSK,"7,533.12",321,Corporate Gift Ideas Co.,USA,San Francisco,Shipped,Julie,Brown,CA,Gearbox Collectibles,18-Oct-03,12533.12
10163,S18_3136,40,101.58,3,18th Century Vintage Horse Carriage,"4,063.20",424,Classic Legends Inc.,USA,NYC,Shipped,Maria,Hernandez,NY,Red Start Diecast,20-Oct-03,9063.2
10164,S18_4600,45,107.76,3,1940s Ford truck,"4,849.20",452,Mini Auto Werke,Austria,Graz,Resolved,Roland,Mendel,NULL,Motor City Art Classics,21-Oct-03,9849.2
10165,S12_1108,44,168.32,3,2001 Ferrari Enzo,"7,406.08",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Second Gear Diecast,22-Oct-03,12406.08
10166,S700_1938,29,76.22,3,The Mayflower,"2,210.38",462,FunGiftIdeas.com,USA,New Bedford,Shipped,Violeta,Benitez,MA,Studio M Art Models,21-Oct-03,7210.38
10167,S24_3420,32,64.44,3,1937 Horch 930V Limousine,"2,062.08",448,Scandinavian Gift Ideas,Sweden,Bräcke,Cancelled,Martha,Larsson,NULL,Autoart Studio Design,23-Oct-03,7062.08
10168,S10_4698,20,160.74,3,2003 Harley-Davidson Eagle Drag Bike,"3,214.80",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Red Start Diecast,28-Oct-03,8214.8
10169,S12_3990,36,71.82,3,1970 Plymouth Hemi Cuda,"2,585.52",276,"Anna's Decorations, Ltd",Australia,North Sydney,Shipped,Anna,O'Hara,NSW,Studio M Art Models,4-Nov-03,7585.52
10170,S12_4675,41,93.28,3,1969 Dodge Charger,"3,824.48",452,Mini Auto Werke,Austria,Graz,Shipped,Roland,Mendel,NULL,Welly Diecast Productions,4-Nov-03,8824.48
10171,S18_3232,39,165.95,3,1992 Ferrari 360 Spider red,"6,472.05",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Unimax Art Galleries,5-Nov-03,11472.05
10172,S24_1046,32,61,3,1970 Chevy Chevelle SS 454,"1,952.00",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Unimax Art Galleries,5-Nov-03,6952
10173,S24_4258,22,93.49,3,1936 Chrysler Airflow,"2,056.78",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Second Gear Diecast,5-Nov-03,7056.78
10174,S18_1097,48,108.5,3,1940 Ford Pickup Truck,"5,208.00",333,"Australian Gift Network, Co",Australia,South Brisbane,Shipped,Ben,Calaghan,Queensland,Studio M Art Models,6-Nov-03,10208
10175,S32_2509,50,50.86,3,1954 Greyhound Scenicruiser,"2,543.00",324,"Stylish Desk Decors, Co.",UK,London,Shipped,Ann,Brown,NULL,Classic Metal Creations,6-Nov-03,7543
10176,S12_3148,47,145.04,3,1969 Corvair Monza,"6,816.88",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Welly Diecast Productions,6-Nov-03,11816.88
10177,S700_1138,24,58.67,3,The Schooner Bluenose,"1,408.08",344,CAF Imports,Spain,Madrid,Shipped,Jesus,Fernandez,NULL,Autoart Studio Design,7-Nov-03,6408.08
10178,S24_3949,30,64.15,3,Corsair F4U ( Bird Cage),"1,924.50",242,Alpha Cognac,France,Toulouse,Shipped,Annette,Roulet,NULL,Second Gear Diecast,8-Nov-03,6924.5
10179,S18_2581,24,82.79,3,P-51-D Mustang,"1,986.96",496,Kelly's Gift Shop,New Zealand,Auckland,Cancelled,Tony,Snowden,NULL,Gearbox Collectibles,11-Nov-03,6986.96
10180,S18_3782,21,59.06,3,1957 Vespa GS150,"1,240.26",171,Daedalus Designs Imports,France,Lille,Shipped,Martine,Rancé,NULL,Studio M Art Models,11-Nov-03,6240.26
10181,S18_2870,27,130.68,3,1999 Indy 500 Monte Carlo SS,"3,528.36",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Red Start Diecast,12-Nov-03,8528.36
10182,S18_1342,25,83.22,3,1937 Lincoln Berline,"2,080.50",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Motor City Art Classics,12-Nov-03,7080.5
10183,S700_2824,23,85.98,3,1982 Camaro Z28,"1,977.54",339,"Classic Gift Ideas, Inc",USA,Philadelphia,Shipped,Francisca,Cervantes,PA,Carousel DieCast Legends,13-Nov-03,6977.54
10184,S24_1444,31,57.22,3,1970 Dodge Coronet,"1,773.82",484,"Iberia Gift Imports, Corp.",Spain,Sevilla,Shipped,José Pedro,Roel,NULL,Highway 66 Mini Classics,14-Nov-03,6773.82
10185,S700_1138,21,64.67,3,The Schooner Bluenose,"1,358.07",320,Mini Creations Ltd.,USA,New Bedford,Shipped,Wing,Huang,MA,Autoart Studio Design,14-Nov-03,6358.07
10186,S24_3420,21,59.83,3,1937 Horch 930V Limousine,"1,256.43",489,"Double Decker Gift Stores, Ltd",UK,London,Shipped,Thomas,Smith,NULL,Autoart Studio Design,14-Nov-03,6256.43
10187,S24_1785,46,96.29,3,1928 British Royal Navy Airplane,"4,429.34",211,"King Kong Collectables, Co.",Hong Kong,Central Hong Kong,Shipped,Mike,Gao,NULL,Classic Metal Creations,15-Nov-03,9429.34
10188,S10_4698,45,182.04,3,2003 Harley-Davidson Eagle Drag Bike,"8,191.80",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Red Start Diecast,18-Nov-03,13191.8
10190,S24_2360,42,58.87,3,1982 Ducati 900 Monster,"2,472.54",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Highway 66 Mini Classics,19-Nov-03,7472.54
10191,S12_1099,21,155.66,3,1968 Ford Mustang,"3,268.86",259,"Toms Spezialitäten, Ltd",Germany,Köln,Shipped,Henriette,Pfalzheim,NULL,Autoart Studio Design,20-Nov-03,8268.86
10192,S24_3191,32,69.34,3,1969 Chevrolet Camaro Z28,"2,218.88",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Exoto Designs,20-Nov-03,7218.88
10193,S18_2957,24,53.09,3,1934 Ford V8 Coupe,"1,274.16",471,"Australian Collectables, Ltd",Australia,Glen Waverly,Shipped,Sean,Clenahan,Victoria,Min Lin Diecast,21-Nov-03,6274.16
10194,S32_1268,37,77.05,3,1980’s GM Manhattan Express,"2,850.85",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Motor City Art Classics,25-Nov-03,7850.85
10195,S24_1444,44,54.33,3,1970 Dodge Coronet,"2,390.52",319,Mini Classics,USA,White Plains,Shipped,Steve,Frick,NY,Highway 66 Mini Classics,25-Nov-03,7390.52
10196,S18_3259,35,81.68,3,Collectable Wooden Train,"2,858.80",455,Super Scale Inc.,USA,New Haven,Shipped,Leslie,Murphy,CT,Carousel DieCast Legends,26-Nov-03,7858.8
10197,S18_3856,22,85.75,3,1941 Chevrolet Special Deluxe Cabriolet,"1,886.50",216,Enaco Distributors,Spain,Barcelona,Shipped,Eduardo,Saavedra,NULL,Exoto Designs,26-Nov-03,6886.5
10198,S24_3949,43,65.51,3,Corsair F4U ( Bird Cage),"2,816.93",385,Cruz & Sons Co.,Philippines,Makati City,Shipped,Arnold,Cruz,NULL,Second Gear Diecast,27-Nov-03,7816.93
10199,S700_3167,38,70.4,3,F/A 18 Hornet 1/72,"2,675.20",475,West Coast Collectables Co.,USA,Burbank,Shipped,Steve,Thompson,CA,Motor City Art Classics,1-Dec-03,7675.2
10200,S18_2581,28,74.34,3,P-51-D Mustang,"2,081.52",211,"King Kong Collectables, Co.",Hong Kong,Central Hong Kong,Shipped,Mike,Gao,NULL,Gearbox Collectibles,1-Dec-03,7081.52
10201,S24_1578,39,93.54,3,1997 BMW R 1100 S,"3,648.06",129,Mini Wheels Co.,USA,San Francisco,Shipped,Julie,Murphy,CA,Autoart Studio Design,1-Dec-03,8648.06
10202,S18_3782,30,55.33,3,1957 Vespa GS150,"1,659.90",357,GiftsForHim.com,New Zealand,Auckland,Shipped,Wales,MacKinlay,NULL,Studio M Art Models,2-Dec-03,6659.9
10203,S24_3856,47,140.43,3,1956 Porsche 356A Coupe,"6,600.21",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,2-Dec-03,11600.21
10204,S18_2248,23,59.33,3,1911 Ford Town Car,"1,364.59",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Motor City Art Classics,2-Dec-03,6364.59
10205,S18_2795,40,138.38,3,1928 Mercedes-Benz SSK,"5,535.20",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Gearbox Collectibles,3-Dec-03,10535.2
10206,S12_1666,28,109.34,3,1958 Setra Bus,"3,061.52",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Welly Diecast Productions,5-Dec-03,8061.52
10207,S24_4048,28,108.82,3,1992 Porsche Cayenne Turbo Silver,"3,046.96",495,Diecast Collectables,USA,Boston,Shipped,Valarie,Franco,MA,Exoto Designs,9-Dec-03,8046.96
10208,S700_1138,38,56.67,3,The Schooner Bluenose,"2,153.46",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Autoart Studio Design,2-Jan-04,7153.46
10209,S72_1253,48,44.2,3,Boeing X-32A JSF,"2,121.60",347,"Men 'R' US Retailers, Ltd.",USA,Los Angeles,Shipped,Brian,Chandler,CA,Motor City Art Classics,9-Jan-04,7121.6
10210,S18_2625,40,51.48,3,1936 Harley Davidson El Knucklehead,"2,059.20",177,Osaka Souveniers Co.,Japan,Kita-ku,Shipped,Mory,Kentary,Osaka,Welly Diecast Productions,12-Jan-04,7059.2
10211,S12_3990,28,79.8,3,1970 Plymouth Hemi Cuda,"2,234.40",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Studio M Art Models,15-Jan-04,7234.4
10212,S24_1046,41,61.73,3,1970 Chevy Chevelle SS 454,"2,530.93",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,16-Jan-04,7530.93
10213,S24_2887,27,97.48,3,1952 Citroen-15CV,"2,631.96",489,"Double Decker Gift Stores, Ltd",UK,London,Shipped,Thomas,Smith,NULL,Exoto Designs,22-Jan-04,7631.96
10214,S24_1937,20,32.19,3,1939 Chevrolet Deluxe Coupe,643.80,458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Motor City Art Classics,26-Jan-04,5643.8
10215,S10_1949,35,205.73,3,1952 Alpine Renault 1300,"7,200.55",475,West Coast Collectables Co.,USA,Burbank,Shipped,Steve,Thompson,CA,Classic Metal Creations,29-Jan-04,12200.55
10217,S32_1268,21,78.97,3,1980’s GM Manhattan Express,"1,658.37",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Motor City Art Classics,4-Feb-04,6658.37
10219,S24_2840,21,31.12,3,1958 Chevy Corvette Limited Edition,653.52,487,Signal Collectibles Ltd.,USA,Brisbane,Shipped,Sue,Taylor,CA,Carousel DieCast Legends,10-Feb-04,5653.52
10220,S12_3148,30,151.08,3,1969 Corvair Monza,"4,532.40",189,"Clover Collections, Co.",Ireland,Dublin,Shipped,Dean,Cassidy,NULL,Welly Diecast Productions,12-Feb-04,9532.4
10221,S18_3140,33,133.86,3,1903 Ford Model A,"4,417.38",314,Petit Auto,Belgium,Bruxelles,Shipped,Catherine,Dewey,NULL,Unimax Art Galleries,18-Feb-04,9417.38
10222,S24_3949,48,55.27,3,Corsair F4U ( Bird Cage),"2,652.96",239,Collectable Mini Designs Co.,USA,San Diego,Shipped,Valarie,Thompson,CA,Second Gear Diecast,19-Feb-04,7652.96
10223,S10_4698,49,189.79,3,2003 Harley-Davidson Eagle Drag Bike,"9,299.71",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Red Start Diecast,20-Feb-04,14299.71
10224,S50_4713,50,81.36,3,2002 Yamaha YZR M1,"4,068.00",171,Daedalus Designs Imports,France,Lille,Shipped,Martine,Rancé,NULL,Autoart Studio Design,21-Feb-04,9068
10225,S24_2972,42,34.74,3,1982 Lamborghini Diablo,"1,459.08",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Second Gear Diecast,22-Feb-04,6459.08
10226,S24_1628,36,47.79,3,1966 Shelby Cobra 427 S/C,"1,720.44",239,Collectable Mini Designs Co.,USA,San Diego,Shipped,Valarie,Thompson,CA,Carousel DieCast Legends,26-Feb-04,6720.44
10227,S18_1342,25,85.27,3,1937 Lincoln Berline,"2,131.75",146,"Saveley & Henriot, Co.",France,Lyon,Shipped,Mary,Saveley,NULL,Motor City Art Classics,2-Mar-04,7131.75
10228,S18_2949,24,101.31,3,1913 Ford Model T Speedster,"2,431.44",173,Cambridge Collectables Co.,USA,Cambridge,Shipped,Jerry,Tseng,MA,Carousel DieCast Legends,10-Mar-04,7431.44
10229,S32_2509,23,49.78,3,1954 Greyhound Scenicruiser,"1,144.94",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Classic Metal Creations,11-Mar-04,6144.94
10230,S18_4027,42,142.18,3,1970 Triumph Spitfire,"5,971.56",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Min Lin Diecast,15-Mar-04,10971.56
10232,S72_3212,24,48.59,3,Pont Yacht,"1,166.16",240,giftsbymail.co.uk,UK,Cowes,Shipped,Helen,Bennett,Isle of Wight,Unimax Art Galleries,20-Mar-04,6166.16
10233,S700_1138,36,66,3,The Schooner Bluenose,"2,376.00",328,Tekni Collectables Inc.,USA,Newark,Shipped,William,Brown,NJ,Autoart Studio Design,29-Mar-04,7376
10234,S24_3420,25,65.09,3,1937 Horch 930V Limousine,"1,627.25",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Autoart Studio Design,30-Mar-04,6627.25
10235,S18_2581,24,81.95,3,P-51-D Mustang,"1,966.80",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Gearbox Collectibles,2-Apr-04,6966.8
10236,S24_2000,36,65.51,3,1960 BSA Gold Star DBD34,"2,358.36",486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Highway 66 Mini Classics,3-Apr-04,7358.36
10237,S50_4713,20,78.92,3,2002 Yamaha YZR M1,"1,578.40",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Autoart Studio Design,5-Apr-04,6578.4
10238,S12_1099,28,161.49,3,1968 Ford Mustang,"4,521.72",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Autoart Studio Design,9-Apr-04,9521.72
10239,S24_3856,29,133.41,3,1956 Porsche 356A Coupe,"3,868.89",311,"Oulu Toy Supplies, Inc.",Finland,Oulu,Shipped,Pirkko,Koskitalo,NULL,Classic Metal Creations,12-Apr-04,8868.89
10240,S18_1129,41,125.97,3,1993 Mazda RX-7,"5,164.77",177,Osaka Souveniers Co.,Japan,Kita-ku,Shipped,Mory,Kentary,Osaka,Highway 66 Mini Classics,13-Apr-04,10164.77
10241,S18_4409,42,77.31,3,1932 Alfa Romeo 8C2300 Spider Sport,"3,247.02",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Exoto Designs,13-Apr-04,8247.02
10244,S18_2957,24,54.96,3,1934 Ford V8 Coupe,"1,319.04",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Min Lin Diecast,29-Apr-04,6319.04
10245,S18_4600,21,111.39,3,1940s Ford truck,"2,339.19",455,Super Scale Inc.,USA,New Haven,Shipped,Leslie,Murphy,CT,Motor City Art Classics,4-May-04,7339.19
10246,S50_1392,22,113.44,3,Diamond T620 Semi-Skirted Tanker,"2,495.68",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Highway 66 Mini Classics,5-May-04,7495.68
10247,S12_3148,25,140.5,3,1969 Corvair Monza,"3,512.50",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Welly Diecast Productions,5-May-04,8512.5
10248,S10_4757,20,126.48,3,1972 Alfa Romeo GTA,"2,529.60",131,Land of Toys Inc.,USA,NYC,Cancelled,Kwai,Lee,NY,Motor City Art Classics,7-May-04,7529.6
10249,S72_1253,32,49.16,3,Boeing X-32A JSF,"1,573.12",173,Cambridge Collectables Co.,USA,Cambridge,Shipped,Jerry,Tseng,MA,Motor City Art Classics,8-May-04,6573.12
10250,S700_2834,44,98.48,3,ATA: B757-300,"4,333.12",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Highway 66 Mini Classics,11-May-04,9333.12
10251,S24_1578,50,91.29,3,1997 BMW R 1100 S,"4,564.50",328,Tekni Collectables Inc.,USA,Newark,Shipped,William,Brown,NJ,Autoart Studio Design,18-May-04,9564.5
10252,S24_4620,38,69.52,3,1961 Chevrolet Impala,"2,641.76",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Classic Metal Creations,26-May-04,7641.76
10253,S18_3685,31,139.87,3,1948 Porsche Type 356 Roadster,"4,335.97",201,"UK Collectables, Ltd.",UK,Liverpool,Cancelled,Elizabeth,Devon,NULL,Gearbox Collectibles,1-Jun-04,9335.97
10254,S24_3969,20,39.8,3,1936 Mercedes Benz 500k Roadster,796.00,323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Red Start Diecast,3-Jun-04,5796
10257,S18_2957,49,59.34,3,1934 Ford V8 Coupe,"2,907.66",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Min Lin Diecast,14-Jun-04,7907.66
10258,S12_1666,41,133.94,3,1958 Setra Bus,"5,491.54",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Welly Diecast Productions,15-Jun-04,10491.54
10259,S18_2238,30,134.26,3,1998 Chrysler Plymouth Prowler,"4,027.80",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Gearbox Collectibles,15-Jun-04,9027.8
10260,S18_3259,29,92.77,3,Collectable Wooden Train,"2,690.33",357,GiftsForHim.com,New Zealand,Auckland,Cancelled,Wales,MacKinlay,NULL,Carousel DieCast Legends,16-Jun-04,7690.33
10261,S24_3151,22,79.66,3,1912 Ford Model T Delivery Wagon,"1,752.52",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Min Lin Diecast,17-Jun-04,6752.52
10262,S50_1341,49,35.78,3,1930 Buick Marquette Phaeton,"1,753.22",141,Euro+ Shopping Channel,Spain,Madrid,Cancelled,Diego,Freyre,NULL,Studio M Art Models,24-Jun-04,6753.22
10263,S24_1578,42,109.32,3,1997 BMW R 1100 S,"4,591.44",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Autoart Studio Design,28-Jun-04,9591.44
10264,S18_3782,48,58.44,3,1957 Vespa GS150,"2,805.12",362,Gifts4AllAges.com,USA,Boston,Shipped,Juri,Yoshido,MA,Studio M Art Models,30-Jun-04,7805.12
10266,S18_2870,20,113.52,3,1999 Indy 500 Monte Carlo SS,"2,270.40",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Red Start Diecast,6-Jul-04,7270.4
10267,S24_2766,38,76.33,3,1949 Jaguar XK 120,"2,900.54",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Classic Metal Creations,7-Jul-04,7900.54
10268,S18_1342,49,93.49,3,1937 Lincoln Berline,"4,581.01",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Motor City Art Classics,12-Jul-04,9581.01
10270,S18_4600,38,107.76,3,1940s Ford truck,"4,094.88",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Motor City Art Classics,19-Jul-04,9094.88
10271,S50_1392,34,93.76,3,Diamond T620 Semi-Skirted Tanker,"3,187.84",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Highway 66 Mini Classics,20-Jul-04,8187.84
10272,S12_3148,27,123.89,3,1969 Corvair Monza,"3,345.03",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Welly Diecast Productions,20-Jul-04,8345.03
10273,S24_3816,48,83.86,3,1940 Ford Delivery Sedan,"4,025.28",314,Petit Auto,Belgium,Bruxelles,Shipped,Catherine,Dewey,NULL,Carousel DieCast Legends,21-Jul-04,9025.28
10274,S24_3420,24,65.09,3,1937 Horch 930V Limousine,"1,562.16",379,Collectables For Less Inc.,USA,Brickhaven,Shipped,Allen,Nelson,MA,Autoart Studio Design,21-Jul-04,6562.16
10275,S10_4698,36,154.93,3,2003 Harley-Davidson Eagle Drag Bike,"5,577.48",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Red Start Diecast,23-Jul-04,10577.48
10276,S12_1099,50,184.84,3,1968 Ford Mustang,"9,242.00",204,Online Mini Collectables,USA,Brickhaven,Shipped,Miguel,Barajas,MA,Autoart Studio Design,2-Aug-04,14242
10278,S18_2870,39,117.48,3,1999 Indy 500 Monte Carlo SS,"4,581.72",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Red Start Diecast,6-Aug-04,9581.72
10279,S24_2766,49,76.33,3,1949 Jaguar XK 120,"3,740.17",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Classic Metal Creations,9-Aug-04,8740.17
10280,S18_2949,46,82.06,3,1913 Ford Model T Speedster,"3,774.76",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Carousel DieCast Legends,17-Aug-04,8774.76
10281,S32_2509,31,44.91,3,1954 Greyhound Scenicruiser,"1,392.21",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Classic Metal Creations,19-Aug-04,6392.21
10282,S18_3259,36,88.74,3,Collectable Wooden Train,"3,194.64",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Carousel DieCast Legends,20-Aug-04,8194.64
10283,S18_3856,46,100.58,3,1941 Chevrolet Special Deluxe Cabriolet,"4,626.68",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Exoto Designs,20-Aug-04,9626.68
10284,S24_1785,22,101.76,3,1928 British Royal Navy Airplane,"2,238.72",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Classic Metal Creations,21-Aug-04,7238.72
10285,S24_2360,38,64.41,3,1982 Ducati 900 Monster,"2,447.58",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Highway 66 Mini Classics,27-Aug-04,7447.58
10287,S18_1984,24,123.76,3,1995 Honda Civic,"2,970.24",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Min Lin Diecast,30-Aug-04,7970.24
10288,S24_3969,33,37.75,3,1936 Mercedes Benz 500k Roadster,"1,245.75",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Red Start Diecast,1-Sep-04,6245.75
10289,S18_2795,43,141.75,3,1928 Mercedes-Benz SSK,"6,095.25",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Gearbox Collectibles,3-Sep-04,11095.25
10291,S32_1268,26,82.83,3,1980’s GM Manhattan Express,"2,153.58",448,Scandinavian Gift Ideas,Sweden,Bräcke,Shipped,Martha,Larsson,NULL,Motor City Art Classics,8-Sep-04,7153.58
10292,S32_3207,31,59.65,3,1950's Chicago Surface Lines Streetcar,"1,849.15",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Gearbox Collectibles,8-Sep-04,6849.15
10293,S18_4522,49,72.85,3,1904 Buick Runabout,"3,569.65",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Exoto Designs,9-Sep-04,8569.65
10295,S24_3151,46,84.08,3,1912 Ford Model T Delivery Wagon,"3,867.68",362,Gifts4AllAges.com,USA,Boston,Shipped,Juri,Yoshido,MA,Min Lin Diecast,10-Sep-04,8867.68
10296,S700_3167,22,74.4,3,F/A 18 Hornet 1/72,"1,636.80",415,"Bavarian Collectables Imports, Co.",Germany,Munich,Shipped,Michael,Donnermeyer,NULL,Motor City Art Classics,15-Sep-04,6636.8
10297,S700_2834,35,111.53,3,ATA: B757-300,"3,903.55",189,"Clover Collections, Co.",Ireland,Dublin,Shipped,Dean,Cassidy,NULL,Highway 66 Mini Classics,16-Sep-04,8903.55
10299,S18_3782,39,62.17,3,1957 Vespa GS150,"2,424.63",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Studio M Art Models,30-Sep-04,7424.63
10300,S12_3380,29,116.27,3,1968 Dodge Charger,"3,371.83",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Welly Diecast Productions,4-Oct-03,8371.83
10301,S24_1628,22,40.75,3,1966 Shelby Cobra 427 S/C,896.50,299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Carousel DieCast Legends,5-Oct-03,5896.5
10302,S18_4933,23,70.56,3,1957 Ford Thunderbird,"1,622.88",201,"UK Collectables, Ltd.",UK,Liverpool,Shipped,Elizabeth,Devon,NULL,Studio M Art Models,6-Oct-03,6622.88
